persona_id,partido_id,cuatrienio_id
8848,146,NA
8907,3,NA
8846,146,NA
8844,146,NA
8850,146,NA
13624,2,NA
7549,146,NA
7812,3,NA
2325,17,NA
1664,4,NA
2129,4,NA
1435,4,NA
8984,3,NA
13607,3,NA
9024,4,NA
13609,145,NA
13622,3,NA
1520,10,NA
1381,10,NA
2589,2,1901
1818,3,NA
1455,10,NA
13605,6,NA
13615,2,NA
1784,145,NA
393,70,69
1514,10,NA
306,4,522
9195,145,NA
9181,145,NA
1931,12,NA
9033,4,NA
1929,12,NA
13682,201,NA
9209,145,NA
1933,12,NA
9175,145,NA
7752,2,NA
13610,3,NA
9347,153,NA
9356,153,NA
9267,6,NA
9233,145,NA
9273,6,NA
9031,4,NA
9032,4,NA
12215,2,2372
501,70,148
872,2,400
1466,10,NA
9285,6,NA
9350,153,NA
9357,153,NA
9348,153,NA
9214,145,NA
9026,4,NA
9027,4,NA
9187,145,NA
837,2,375
13611,144,NA
13675,145,NA
13544,6,NA
9355,153,NA
8658,155,NA
9354,153,NA
8756,110,NA
9470,144,NA
9278,6,NA
9255,145,NA
9438,144,NA
9330,153,NA
8769,10,NA
9349,153,NA
8683,162,NA
9245,145,NA
9351,153,NA
9459,144,NA
8802,11,NA
2054,11,NA
7543,146,NA
3485,4,1961
13681,145,NA
12793,199,NA
8804,11,NA
7709,2,NA
8911,3,NA
8870,146,NA
9269,6,NA
9394,191,NA
7653,6,NA
1153,2,934
1134,2,919
7711,2,NA
7537,2,NA
7710,2,NA
7542,146,NA
13616,3,NA
13009,4,NA
1826,12,NA
9463,144,NA
8797,225,NA
13677,145,NA
8820,146,NA
8859,146,NA
8860,146,NA
7556,11,NA
8861,146,NA
8855,146,NA
8805,11,NA
8867,146,NA
8865,146,NA
8828,146,NA
7559,11,NA
7565,11,NA
7567,11,NA
8806,11,NA
7535,2,NA
7540,146,NA
13010,4,NA
8808,11,NA
7550,146,NA
7553,146,NA
8913,3,NA
7546,146,NA
7547,146,NA
7551,3,NA
8982,3,NA
13645,4,NA
7545,153,NA
14272,234,NA
7564,11,NA
13657,201,NA
8978,3,NA
8974,3,NA
8973,3,NA
13627,2,NA
7548,146,NA
2049,2,1483
9076,4,NA
7552,146,NA
8868,146,NA
8869,146,NA
7555,11,NA
8981,3,NA
8979,3,NA
7557,11,NA
7558,11,NA
8975,3,NA
7560,11,NA
7562,11,NA
7563,11,NA
7566,11,NA
8991,3,NA
9228,145,NA
9226,145,NA
9223,145,NA
9230,145,NA
9025,4,NA
9232,145,NA
8994,3,NA
9229,145,NA
9224,145,NA
8992,3,NA
9222,145,NA
8987,3,NA
8983,3,NA
9161,145,NA
9220,145,NA
9221,145,NA
1370,10,NA
9227,145,NA
7544,146,NA
14542,199,NA
7404,10,NA
7409,10,NA
8362,5,NA
7843,2,NA
8986,3,NA
7536,2,NA
13635,2,NA
8977,4,NA
1378,10,NA
8988,3,NA
9266,247,NA
9237,145,NA
1565,10,NA
9261,145,NA
9262,145,NA
9234,145,NA
9241,145,NA
9265,6,NA
9239,145,NA
9242,145,NA
9235,145,NA
9263,145,NA
9264,145,NA
9236,145,NA
9567,144,NA
9270,6,NA
8995,3,NA
8330,146,NA
13499,199,NA
13632,2,NA
638,4,232
14271,233,NA
14275,165,NA
13636,2,NA
13674,145,NA
13546,146,NA
7399,10,NA
13653,138,NA
13502,199,NA
9268,6,NA
7650,6,NA
8329,146,NA
9568,192,NA
2214,2,1543
491,2,141
424,2,2069
1225,17,1074
9515,144,NA
7661,2,NA
7538,2,NA
8348,146,NA
9397,144,NA
9271,6,NA
9396,191,NA
7651,2,NA
9395,191,NA
8331,146,NA
7660,2,NA
8341,5,NA
8335,146,NA
8345,146,NA
8290,5,NA
8338,146,NA
7748,2,NA
14261,138,NA
14262,138,NA
14265,232,NA
14263,138,NA
14269,138,NA
14274,234,NA
14281,138,NA
14277,235,NA
7720,6,NA
8343,201,NA
524,43,878
7676,2,NA
8332,146,NA
7674,6,NA
7673,2,NA
4642,2,2048
7886,3,NA
2250,2,1556
8871,2,NA
677,4,263
392,4,68
719,2,708
935,40,1992
661,105,250
865,53,767
14273,234,NA
8336,146,NA
489,2,139
7668,2,NA
8337,146,NA
8334,146,NA
7669,2,NA
8342,5,NA
1406,10,NA
7667,2,NA
1844,3,NA
8340,5,NA
8339,146,NA
8796,165,NA
13668,145,NA
13647,4,NA
13669,201,NA
1865,2,NA
8346,5,NA
651,6,680
8347,146,NA
8350,5,NA
8353,146,NA
8349,146,NA
8354,146,NA
2215,129,1544
600,37,1881
820,2,362
7400,10,NA
1068,73,868
418,2,89
900,4,782
895,2,780
4454,11,2007
687,53,693
1084,11,880
1192,4,999
625,53,1538
1156,2,938
390,30,1230
2258,5,NA
1428,122,NA
8359,5,NA
4455,4,2010
7373,6,NA
7680,2,NA
7345,144,NA
7361,6,NA
7398,10,NA
8351,146,NA
7383,10,NA
7391,10,NA
7678,2,NA
7396,10,NA
7388,10,NA
7389,10,NA
7394,10,NA
7360,10,NA
7375,10,NA
7378,10,NA
7362,10,NA
7393,10,NA
7381,10,NA
7387,10,NA
7385,10,NA
7346,10,NA
7386,10,NA
7343,144,NA
7371,6,NA
8365,146,NA
13673,201,NA
13656,145,NA
8371,6,NA
1001,144,486
2223,127,1545
13030,2,NA
8352,5,NA
7675,2,NA
8358,5,NA
7380,10,NA
13667,145,NA
13684,145,NA
7681,6,NA
13654,4,NA
8356,146,NA
7374,10,NA
7377,10,NA
7358,6,NA
7384,10,NA
7390,10,NA
7395,10,NA
7379,10,NA
4457,2,2019
7392,10,NA
7376,10,NA
7397,10,NA
7382,10,NA
9107,2,NA
7405,10,NA
7403,10,NA
7682,2,NA
7357,6,NA
13492,5,NA
7363,6,NA
7406,10,NA
8357,5,NA
7367,6,NA
14280,138,NA
7692,6,NA
7423,10,NA
8368,6,NA
7422,10,NA
1089,2,882
13652,201,NA
7447,10,NA
7408,10,NA
7401,10,NA
7402,10,NA
8364,146,NA
7466,4,NA
7428,10,NA
7410,10,NA
7414,10,NA
7434,144,NA
7438,10,NA
7442,10,NA
7425,10,NA
7426,10,NA
7461,3,NA
7452,146,NA
8363,144,NA
13661,145,NA
7420,10,NA
7411,10,NA
7464,10,NA
7421,10,NA
7418,10,NA
7413,10,NA
7417,10,NA
7419,6,NA
7416,10,NA
7415,10,NA
7412,10,NA
740,2,308
709,4,286
7570,3,NA
8434,2,NA
7773,2,NA
14279,235,NA
7818,144,NA
7424,10,NA
8373,176,NA
13663,145,NA
8372,6,NA
13672,145,NA
8291,146,NA
13680,11,NA
560,8,1174
7822,149,NA
7830,2,NA
7831,2,NA
8137,6,NA
7832,2,NA
8370,6,NA
8139,6,NA
7826,149,NA
7827,149,NA
7859,3,NA
7834,2,NA
7851,2,NA
8134,6,NA
8374,6,NA
7825,149,NA
8477,2,NA
8369,6,NA
7841,3,NA
7835,2,NA
7860,3,NA
1345,201,NA
7837,3,NA
7828,149,NA
7819,2,NA
7817,2,NA
7846,2,NA
7844,2,NA
7407,10,NA
7427,10,NA
7440,6,NA
7450,3,NA
7836,3,NA
9600,146,NA
7816,2,NA
13678,145,NA
7833,2,NA
7824,236,NA
7842,2,NA
7737,2,NA
7467,4,NA
7863,3,NA
7457,4,NA
13697,146,NA
7443,2,NA
1652,4,2035
7857,6,NA
7431,144,NA
7847,2,NA
7432,144,NA
7445,10,NA
7856,3,NA
7321,144,NA
7849,2,NA
7328,144,NA
7319,144,NA
7327,144,NA
7326,144,NA
13005,4,NA
7838,3,NA
7317,144,NA
13687,201,NA
13685,11,NA
8388,5,NA
8389,146,NA
7444,6,NA
8392,5,NA
7318,144,NA
7460,10,NA
7458,4,NA
7858,6,NA
8376,6,NA
7446,6,NA
7735,146,NA
9414,144,NA
7439,10,NA
7449,3,NA
7865,3,NA
7866,3,NA
13686,185,NA
8393,5,NA
7325,144,NA
7864,3,NA
7853,2,NA
7433,6,NA
8135,6,NA
7322,144,NA
7855,3,NA
7435,6,NA
8136,6,NA
8138,6,NA
13693,201,NA
7456,10,NA
7372,10,NA
7719,2,NA
13768,5,NA
7730,2,NA
7862,3,NA
7861,3,NA
7463,10,NA
8484,2,NA
8140,6,NA
7725,2,NA
7726,146,NA
13699,146,NA
13690,11,NA
13695,11,NA
13691,185,NA
13692,11,NA
13698,199,NA
7465,6,NA
13700,201,NA
13696,185,NA
7454,6,NA
7468,4,NA
13856,144,NA
13846,6,NA
7630,4,NA
7763,6,NA
7628,2,NA
9514,144,NA
7632,4,NA
13815,6,NA
523,110,624
13854,3,NA
13789,146,NA
13701,146,NA
13786,146,NA
13772,10,NA
13776,10,NA
13735,146,NA
13709,201,NA
8375,6,NA
7634,4,NA
7870,3,NA
13716,146,NA
13714,199,NA
655,2,245
2107,66,1508
13800,146,NA
7867,3,NA
7772,2,NA
9601,6,NA
7883,3,NA
7879,3,NA
13817,6,NA
7872,3,NA
7871,3,NA
13740,146,NA
13704,199,NA
13707,146,NA
13842,6,NA
13823,6,NA
13702,201,NA
13723,201,NA
13749,201,NA
13720,201,NA
13747,201,NA
13761,212,NA
13742,212,NA
13732,212,NA
13828,6,NA
13830,146,NA
13837,6,NA
8250,145,NA
7891,3,NA
13712,201,NA
8854,146,NA
13713,146,NA
9302,153,NA
7881,3,NA
13791,6,NA
8426,2,NA
7889,3,NA
2044,2,1769
13705,146,NA
13765,146,NA
14483,6,NA
14497,201,NA
13759,146,NA
7876,3,NA
8360,146,NA
7877,3,NA
13718,199,NA
470,34,598
133,4,1672
13711,146,NA
13722,144,NA
13706,201,NA
13708,201,NA
13731,201,NA
13728,201,NA
13726,212,NA
13715,212,NA
13710,212,NA
7873,3,NA
13737,201,NA
13717,199,NA
831,70,372
7631,4,NA
7874,3,NA
1219,2,1612
7878,3,NA
1632,201,NA
7868,3,NA
13733,144,NA
7451,6,NA
7638,4,NA
7633,4,NA
13736,144,NA
7640,4,NA
13727,201,NA
13741,201,NA
13744,201,NA
13730,199,NA
13738,185,NA
7636,218,NA
7880,3,NA
7882,3,NA
8146,4,NA
13757,201,NA
13750,144,NA
13760,5,NA
13748,146,NA
13762,5,NA
7695,2,NA
7875,3,NA
13676,201,NA
7887,3,NA
13745,199,NA
13662,201,NA
13743,146,NA
13779,10,NA
13781,3,NA
13784,211,NA
13788,211,NA
13755,212,NA
13746,212,NA
13739,212,NA
8141,6,NA
1672,5,NA
7884,3,NA
13754,201,NA
8156,4,NA
548,2,1682
7888,3,NA
8157,6,NA
8148,6,NA
8153,6,NA
8144,4,NA
13778,146,NA
7885,3,NA
475,4,130
13782,146,NA
13767,146,NA
13758,201,NA
13753,201,NA
13771,144,NA
13751,212,NA
13780,211,NA
13777,211,NA
13766,212,NA
13764,212,NA
8143,6,NA
8149,6,NA
8151,6,NA
8145,3,NA
252,5,1434
8154,4,NA
13783,3,NA
8152,6,NA
8147,6,NA
13790,211,NA
28,2,1690
3,3,1334
659,2,248
1313,3,1910
86,5,1455
13900,144,2564
13774,211,NA
7895,3,NA
7902,3,NA
8155,2,NA
7893,3,NA
7898,3,NA
13787,3,NA
7903,3,NA
7896,3,NA
7900,3,NA
627,1,1007
7899,3,NA
7894,3,NA
13797,146,NA
7897,3,NA
7901,3,NA
13892,144,NA
7890,3,NA
7892,3,NA
7913,3,NA
7912,3,NA
7926,6,NA
7928,6,NA
7907,3,NA
13498,5,NA
7916,3,NA
7905,3,NA
7908,3,NA
7924,6,NA
363,67,45
8164,4,NA
13905,144,NA
1912,12,1734
7910,3,NA
7914,3,NA
7906,3,NA
7918,6,NA
13829,145,NA
13039,2,NA
7904,3,NA
13839,145,NA
7925,6,NA
7929,6,NA
7923,6,NA
13793,146,NA
13802,146,NA
13827,6,NA
7917,10,NA
13838,4,NA
7909,3,NA
7921,153,NA
942,2,2025
13869,10,NA
8158,4,NA
13877,145,NA
13861,144,NA
13794,211,NA
13805,211,NA
13795,6,NA
13820,145,NA
7920,6,NA
97,4,1671
1309,1,1287
541,1,630
2042,2,1771
46,2,1157
492,66,142
535,2,628
639,4,672
8709,246,2086
13832,146,NA
8248,146,NA
13875,4,NA
13809,146,NA
1271,5,1229
13796,6,NA
8251,146,NA
12281,6,NA
8262,5,NA
7919,2,NA
7922,6,NA
13512,5,NA
7927,6,NA
1166,2,947
13808,6,NA
8255,146,NA
13804,6,NA
8253,146,NA
13803,211,NA
13865,144,NA
399,3,1241
430,2,98
2656,6,1912
2961,4,1941
108,3,968
2499,5,2450
13798,211,NA
13033,2,NA
13041,2,NA
7930,6,NA
13037,2,NA
13032,2,NA
13816,146,NA
158,2,1022
1992,3,1737
13014,2,NA
13015,2,NA
13821,146,NA
8160,4,NA
9256,176,NA
2958,115,1939
152,2,1070
1646,4,1966
1315,2,1299
2425,3,1566
212,6,1215
104,1,1331
162,4,1090
172,5,1264
4584,2,2039
13835,6,NA
13824,146,NA
13012,3,NA
13810,6,NA
13806,146,NA
13013,3,NA
36,9,1185
13814,145,NA
13799,6,NA
13801,6,NA
13807,6,NA
13016,2,NA
8165,146,NA
1984,2,2379
8167,146,NA
13021,2,NA
55,2,1351
1262,43,1213
484,4,1078
1195,111,1002
13833,2,2415
13025,2,NA
8163,146,NA
13035,2,NA
13034,2,NA
13822,6,NA
13819,6,NA
13844,3,NA
13812,6,NA
13845,145,NA
13847,176,NA
8480,2,NA
8168,4,NA
8479,2,NA
13017,2,NA
7945,4,NA
735,49,713
13825,6,NA
13028,2,NA
13019,2,NA
129,5,1489
12,4,1677
247,114,1437
120,2,1470
121,1,1388
1209,117,1040
13020,2,NA
13022,2,NA
13018,3,NA
13023,2,NA
13024,2,NA
13026,2,NA
13027,2,NA
13031,2,NA
13040,2,NA
1229,144,1785
8483,2,NA
8478,2,NA
8170,4,NA
8481,2,NA
8482,2,NA
13818,146,NA
13866,176,NA
13679,201,NA
13029,2,NA
13044,144,NA
13874,10,NA
13849,10,NA
13884,176,NA
13067,6,NA
7657,2,NA
13883,145,NA
511,6,1207
939,2,1088
706,37,702
13882,144,NA
11,5,1639
7659,3,NA
13036,2,NA
13038,2,NA
13907,146,NA
13890,145,NA
9142,145,NA
7514,10,NA
8259,5,NA
13826,145,NA
13834,145,NA
1861,3,NA
13056,9,NA
13858,176,NA
13903,144,NA
13836,176,NA
13841,176,NA
8169,4,NA
7935,146,NA
313,34,1091
183,3,2281
90,3,1271
13043,144,NA
355,2,41
13843,4,NA
13904,145,NA
13857,145,NA
7671,2,NA
8473,4,NA
13840,6,NA
13909,144,NA
13886,4,NA
9570,3,NA
13069,6,NA
13058,144,NA
7931,6,NA
13175,10,NA
7932,6,NA
13192,144,NA
13885,10,NA
13143,10,NA
13850,176,NA
7933,6,NA
13855,10,NA
13853,145,NA
13851,4,NA
13859,144,NA
13872,4,NA
13870,176,NA
13065,6,NA
3487,90,1963
893,39,778
13060,6,NA
13074,145,NA
8485,5,NA
13848,145,NA
8257,5,NA
13050,144,NA
13057,9,NA
13880,176,NA
13046,144,NA
13898,10,NA
13051,144,NA
13908,176,NA
13053,144,NA
1097,2,890
549,3,634
2120,2,1520
13055,144,2672
13099,206,NA
13888,176,NA
13893,10,NA
13894,176,NA
13897,144,NA
13912,146,NA
7944,6,NA
13073,145,NA
7953,6,NA
7948,6,NA
13864,144,NA
7949,4,NA
7940,6,NA
7939,6,NA
13076,145,NA
13077,145,NA
2048,146,NA
13906,4,NA
13059,6,NA
7943,4,NA
13063,6,NA
13079,145,NA
13860,10,NA
13129,10,NA
13862,10,NA
13068,6,NA
13062,6,NA
13881,2,NA
13061,6,NA
13066,6,NA
374,3,54
13071,6,NA
13078,5,NA
13080,5,NA
13075,185,NA
7477,4,NA
7938,146,NA
7942,6,NA
7489,145,NA
7941,6,NA
7950,6,NA
7485,145,NA
7496,5,NA
7478,4,NA
7484,2,NA
7493,6,NA
7471,6,NA
7494,6,NA
7490,6,NA
7492,6,NA
545,2,632
7429,10,NA
7448,10,NA
13091,5,NA
13094,145,NA
7488,6,NA
7951,6,NA
8171,4,NA
7476,4,NA
13081,5,NA
7936,146,NA
7946,6,NA
7491,6,NA
13178,10,NA
13116,207,NA
701,4,700
13101,5,NA
13137,10,NA
13215,6,NA
13899,176,NA
13152,146,NA
7473,4,NA
13138,2,NA
7497,144,NA
7498,3,NA
13198,144,NA
7486,145,NA
13136,10,NA
7482,145,NA
7474,4,NA
7500,5,NA
13083,145,NA
13219,5,NA
9597,4,NA
8175,4,NA
7954,4,NA
7469,4,NA
8173,146,NA
7959,6,NA
7472,4,NA
1709,2,NA
13109,3,NA
7955,6,NA
13125,3,NA
13082,5,NA
7499,145,NA
13201,144,NA
13189,5,NA
13089,5,NA
13110,207,NA
8876,146,NA
13139,10,NA
13128,10,NA
13084,145,NA
7956,4,NA
1742,10,NA
13093,5,NA
7960,6,NA
13098,5,NA
8433,3,NA
13087,145,NA
13090,145,NA
13104,5,NA
7764,146,NA
13085,5,NA
13092,145,NA
13097,145,NA
13100,145,NA
13103,145,NA
7823,3,NA
13086,5,NA
13102,206,NA
7658,2,NA
8172,4,NA
508,9,2186
776,90,335
13868,144,NA
7729,145,NA
7991,10,NA
7952,6,NA
13132,10,NA
905,2,428
1025,4,2002
13119,3,NA
13165,146,NA
13205,6,NA
13213,145,NA
13876,176,NA
13163,146,NA
13179,10,NA
8174,4,NA
7845,3,NA
13867,10,NA
13863,176,NA
13889,10,NA
13106,5,NA
910,97,431
13214,145,NA
13891,176,NA
13142,10,NA
13133,10,NA
13902,146,NA
13123,2,NA
8380,6,NA
8179,2,NA
13112,3,NA
7963,6,NA
7962,4,NA
13161,146,NA
7961,4,NA
7957,6,NA
13174,146,NA
7561,11,NA
8178,146,NA
13135,10,NA
8189,4,NA
7958,4,NA
13126,10,NA
13134,2,NA
13158,2,NA
7967,6,NA
13107,5,NA
7966,10,NA
7977,6,NA
7983,6,NA
759,80,724
7974,6,NA
7988,6,NA
7975,10,NA
13913,176,NA
13149,146,NA
13140,10,NA
7973,10,NA
7985,10,NA
7984,4,NA
7964,10,NA
7982,6,NA
7970,10,NA
7981,10,NA
7972,10,NA
8382,6,NA
7980,4,NA
7978,10,NA
7968,10,NA
13120,3,NA
7987,4,NA
13111,3,NA
13115,3,NA
2213,5,1542
908,53,786
250,4,1413
13145,10,NA
13118,3,NA
7998,6,NA
8023,10,NA
13141,3,NA
292,4,NA
8182,4,NA
8383,6,NA
9317,153,NA
13122,3,NA
8176,4,NA
8187,4,NA
8184,4,NA
8381,6,NA
13127,3,NA
13878,4,NA
13121,2,NA
13879,10,NA
13895,145,NA
13896,144,NA
8185,146,NA
8186,146,NA
8181,146,NA
7993,10,NA
9352,153,NA
7990,6,NA
7979,10,NA
3486,2,1962
13130,3,NA
7986,6,NA
13181,10,NA
7723,4,NA
7741,146,NA
13131,3,NA
7997,4,NA
7999,4,NA
8022,10,NA
8019,10,NA
8025,10,NA
13159,146,NA
7734,2,NA
8024,10,NA
8006,10,NA
7995,6,NA
7992,4,NA
13945,146,NA
13171,146,NA
455,67,589
1107,110,898
448,3,1194
326,2,1956
877,70,403
7462,4,NA
417,75,2044
8405,2,NA
9469,144,NA
13184,10,NA
8002,10,NA
8009,10,NA
7341,144,NA
7994,10,NA
7989,10,NA
13911,144,NA
13914,144,NA
13910,145,NA
7340,144,NA
7359,10,NA
7364,10,NA
7332,6,NA
7366,10,NA
7348,6,NA
7333,4,NA
7370,10,NA
8011,10,NA
7365,6,NA
7342,144,NA
8527,5,NA
8550,5,NA
13160,146,NA
13188,5,NA
13170,146,NA
13177,10,NA
8004,10,NA
8543,5,NA
8542,5,NA
8535,5,NA
8524,5,NA
7350,6,NA
94,145,1433
7352,6,NA
7996,6,NA
8241,5,NA
8001,10,NA
7368,10,NA
8000,6,NA
13151,146,NA
13168,146,NA
7353,6,NA
13155,146,NA
13157,146,NA
13166,146,NA
13153,146,NA
13169,146,NA
13172,146,NA
13167,146,NA
13147,2,NA
13186,5,NA
8014,10,NA
8529,5,NA
8531,5,NA
8534,5,NA
8005,10,NA
8016,10,NA
7518,10,NA
8544,5,NA
13183,10,NA
8012,10,NA
9353,153,NA
1750,10,NA
13915,144,NA
13944,145,NA
8013,10,NA
2431,117,1567
7369,10,NA
8521,5,NA
13934,9,NA
13956,9,NA
863,2,395
8551,5,NA
8545,5,NA
8552,5,NA
7530,2,NA
8564,5,NA
8553,5,NA
8566,5,NA
8570,5,NA
8559,5,NA
8021,10,NA
8563,5,NA
8558,5,NA
8249,5,NA
8562,5,NA
13187,5,NA
8556,5,NA
8557,5,NA
8555,5,NA
8568,5,NA
8008,10,NA
8554,5,NA
8560,5,NA
8565,5,NA
8003,10,NA
8027,10,NA
8017,10,NA
8010,10,NA
13173,2,NA
8015,10,NA
13180,10,NA
13182,10,NA
13207,145,NA
13203,6,NA
13965,3,NA
13989,5,NA
13935,146,NA
13916,144,NA
13974,3,NA
13961,145,NA
13176,10,NA
7663,2,NA
1451,4,NA
1256,3,1188
357,2,1291
13526,199,NA
13953,145,NA
13987,3,NA
14027,153,NA
13949,176,NA
13971,3,NA
14055,176,NA
8034,6,NA
8018,10,NA
8031,6,NA
8030,4,NA
9346,153,NA
8032,10,NA
7698,2,NA
7699,2,NA
8106,10,NA
8395,151,NA
8029,10,NA
8033,4,NA
13986,146,NA
8036,4,NA
8028,6,NA
13938,145,NA
13947,145,NA
13992,145,NA
13960,176,NA
1998,2,NA
8573,5,NA
13939,146,NA
8055,10,NA
13917,145,NA
13929,146,NA
13932,146,NA
13918,144,NA
8066,6,NA
14440,10,NA
13922,9,NA
13942,145,NA
13920,145,NA
7329,144,2119
13921,144,NA
12294,4,NA
14001,145,NA
1316,5,1301
13924,144,NA
13925,146,NA
13919,146,NA
13927,146,NA
7705,2,NA
7623,2,NA
1700,4,NA
13346,145,NA
91,3,1416
621,3,658
8044,10,NA
13923,145,NA
14543,199,NA
13933,145,NA
13950,145,NA
13930,3,NA
13931,3,NA
13940,9,NA
8048,10,NA
8572,5,NA
8041,6,NA
8049,6,NA
8062,10,NA
8054,10,NA
8047,146,NA
8040,6,NA
7684,6,NA
8061,6,NA
8591,5,NA
8052,4,NA
8065,10,NA
8043,146,NA
8035,6,NA
8045,6,NA
8037,146,NA
7655,2,NA
8038,6,NA
8039,4,NA
7702,2,NA
8590,5,NA
1655,6,NA
8600,5,NA
8593,5,NA
8397,144,NA
8398,144,NA
8592,5,NA
1448,4,NA
8594,5,NA
7703,2,NA
7649,2,NA
7665,6,NA
7700,2,NA
13951,3,NA
1470,4,NA
7662,2,NA
7689,6,NA
7687,6,NA
13983,3,NA
7617,2,NA
14053,3,NA
7697,2,NA
13193,145,NA
13199,144,NA
7691,2,NA
13993,5,NA
9437,144,NA
7654,2,NA
240,2,1316
13227,196,NA
8604,5,NA
1624,144,NA
8190,4,NA
7666,2,NA
1976,2,NA
13229,196,NA
13952,9,NA
2000,2,NA
13962,3,NA
13996,145,NA
13210,6,NA
13194,144,NA
8194,4,NA
8609,5,NA
8611,5,NA
8606,5,NA
8618,5,NA
1763,10,NA
8619,5,NA
8605,5,NA
8042,4,NA
8614,5,NA
8613,5,NA
8607,5,NA
8193,4,NA
13190,144,NA
13195,144,NA
1740,10,NA
13197,144,NA
13206,144,NA
13212,6,NA
13288,10,NA
13298,6,NA
8080,6,NA
13978,146,NA
8198,4,NA
12291,199,NA
13191,144,NA
12275,144,NA
13954,176,NA
13272,144,NA
13275,5,NA
1150,2,929
13230,196,NA
13955,3,NA
13957,176,NA
13969,3,NA
13959,145,NA
13964,145,NA
13976,3,NA
13970,176,NA
13234,196,NA
13985,5,NA
13994,145,NA
13240,196,NA
8608,5,NA
8616,5,NA
7627,2,NA
1751,10,NA
7620,2,NA
13208,6,NA
8199,4,NA
13196,145,NA
7624,2,NA
13211,6,NA
8435,2,NA
13967,3,2528
13958,3,NA
13204,145,NA
13357,4,NA
9160,145,NA
8628,5,NA
8200,4,NA
8633,5,NA
1618,6,1908
8627,5,NA
8632,5,NA
8629,5,NA
8630,5,NA
8197,4,NA
8201,4,NA
13216,145,NA
8203,4,NA
8202,4,NA
8635,5,NA
8256,5,NA
13200,145,NA
2111,5,1510
8643,5,NA
8641,5,NA
8638,5,NA
14015,146,NA
13972,10,NA
8084,146,NA
