id,group_id,permission_id
3901,9,149
3902,9,155
3903,9,295
3904,9,296
3905,9,297
3906,9,298
3907,9,299
3908,9,300
3909,9,301
3910,9,462
3911,9,463
3912,9,464
3913,9,148
3914,9,302
3915,9,150
3916,9,154
3917,9,303
3918,9,156
3919,9,157
3920,9,158
3921,9,159
2547,4,54
2548,4,57
2549,4,60
2550,4,63
2551,4,66
2552,4,69
2553,4,72
2554,4,75
2555,4,78
2556,4,81
2557,4,84
2558,4,87
2559,4,90
2560,4,93
2561,4,96
2562,4,99
2563,4,102
2564,4,105
2565,4,108
2566,4,111
2567,4,117
2568,4,120
2569,4,126
2570,4,129
2571,4,132
2572,4,135
2573,4,138
2574,4,141
2575,4,150
2576,4,153
2577,4,156
2578,4,159
2579,4,162
2580,4,165
2581,4,168
2582,4,171
2583,4,174
2584,4,177
2585,4,180
2586,4,183
2587,4,186
2588,4,189
2589,4,192
2590,4,195
2591,4,198
2592,4,201
2593,4,207
2594,4,210
2595,4,213
2596,4,216
2597,4,219
2598,4,222
2599,4,225
2600,4,228
2601,4,231
2602,4,234
2603,4,237
2604,4,240
2605,4,243
2606,4,246
2607,4,249
2608,4,252
2609,4,258
2610,4,261
2611,4,264
2612,4,267
2613,4,270
2614,4,273
2615,4,276
2616,4,279
2617,4,288
2618,4,291
2619,4,294
2620,4,297
2621,4,300
2622,4,303
2623,4,306
2624,4,309
2625,4,312
2626,4,315
2627,4,318
2628,4,321
2629,4,324
2630,4,327
2631,4,330
2632,4,333
2633,4,336
2634,4,352
2635,4,355
2636,4,358
2637,4,364
2638,4,367
2639,4,370
2640,4,373
2641,4,376
2642,4,400
2643,4,403
2644,4,406
2645,4,409
2646,4,413
2647,4,416
2648,4,422
2649,4,425
2650,4,428
2651,4,431
2652,4,434
2653,4,449
5302,13,160
5303,13,353
5304,13,354
3959,10,416
3960,10,410
3961,10,411
3962,10,412
3963,10,413
1990,3,320
1991,3,321
1992,3,322
1993,3,323
1994,3,324
1995,3,325
1996,3,326
1997,3,327
1998,3,319
3964,10,414
3965,10,415
4191,12,508
4192,12,211
4193,12,212
3165,7,457
3166,8,465
3167,8,466
3168,8,467
3169,8,468
3170,8,469
3171,8,470
3172,8,471
3173,8,472
3174,8,473
3175,8,474
3176,8,475
3177,8,476
5305,13,355
5306,13,356
5307,13,357
5308,13,358
5309,13,161
5310,13,162
5311,13,304
4217,1,13
4218,1,14
4219,1,15
4220,1,25
4221,1,26
4222,1,27
4223,1,28
4224,1,29
4225,1,30
4226,1,31
4227,1,32
4228,1,33
4229,1,34
4230,1,35
4231,1,36
4232,1,37
4233,1,38
4234,1,39
4235,1,40
4236,1,41
4237,1,42
4238,1,43
4239,1,44
4240,1,45
4241,1,46
4242,1,47
4243,1,48
4244,1,49
4245,1,50
4246,1,51
4247,1,52
4248,1,53
4249,1,54
4250,1,55
4251,1,56
4252,1,57
4253,1,58
4254,1,59
4255,1,60
4256,1,61
4257,1,62
4258,1,63
4259,1,64
4260,1,65
4261,1,66
4262,1,67
4263,1,68
4264,1,69
4265,1,70
4266,1,71
4267,1,72
4268,1,73
4269,1,74
4270,1,75
4271,1,76
4272,1,77
4273,1,78
4274,1,79
4275,1,80
4276,1,81
4277,1,82
4278,1,83
4279,1,84
4280,1,85
4281,1,86
4282,1,87
4283,1,88
4284,1,89
4285,1,90
4286,1,91
4287,1,92
4288,1,93
4289,1,94
4290,1,95
4291,1,96
4292,1,97
4293,1,98
4294,1,99
4295,1,100
4296,1,101
4297,1,102
4298,1,103
4299,1,104
4300,1,105
4301,1,106
4302,1,107
4303,1,108
4304,1,109
4305,1,110
4306,1,111
4307,1,115
4308,1,116
4309,1,117
4310,1,118
4311,1,119
4312,1,120
4313,1,124
4314,1,125
4315,1,126
4316,1,127
4317,1,128
4318,1,129
4319,1,130
4320,1,131
4321,1,132
4322,1,133
4323,1,134
4324,1,135
4325,1,136
4326,1,137
4327,1,138
4328,1,139
4329,1,140
4330,1,141
4331,1,148
4332,1,149
4333,1,150
4334,1,151
4335,1,152
4336,1,153
4337,1,154
4338,1,155
4339,1,156
4340,1,157
4341,1,158
4342,1,159
4343,1,160
4344,1,161
4345,1,162
4346,1,163
4347,1,164
4348,1,165
4349,1,166
4350,1,167
4351,1,168
4352,1,169
4353,1,170
4354,1,171
4355,1,172
4356,1,173
4357,1,174
4358,1,175
4359,1,176
4360,1,177
4361,1,178
4362,1,179
4363,1,180
4364,1,181
4365,1,182
4366,1,183
4367,1,184
4368,1,185
4369,1,186
4370,1,187
4371,1,188
4372,1,189
4373,1,190
4374,1,191
4375,1,192
4376,1,193
4377,1,194
4378,1,195
4379,1,196
4380,1,197
4381,1,198
4382,1,199
4383,1,200
4384,1,201
4385,1,205
4386,1,206
4387,1,207
4388,1,208
4389,1,209
4390,1,210
4391,1,211
4392,1,212
4393,1,213
4394,1,214
4395,1,215
4396,1,216
4397,1,217
4398,1,218
4399,1,219
4400,1,220
4401,1,221
4402,1,222
4403,1,223
4404,1,224
4405,1,225
4406,1,226
4407,1,227
4408,1,228
4409,1,229
4410,1,230
4411,1,231
4412,1,232
4413,1,233
4414,1,234
4415,1,235
4416,1,236
4417,1,237
4418,1,238
4419,1,239
4420,1,240
4421,1,241
4422,1,242
4423,1,243
4424,1,244
4425,1,245
4426,1,246
4427,1,247
4428,1,248
4429,1,249
4430,1,250
4431,1,251
4432,1,252
4433,1,256
4434,1,257
4435,1,258
4436,1,259
4437,1,260
4438,1,261
4439,1,262
4440,1,263
4441,1,264
4442,1,265
4443,1,266
4444,1,267
4445,1,268
4446,1,269
4447,1,270
4448,1,271
4449,1,272
4450,1,273
4451,1,274
4452,1,275
4453,1,276
4454,1,277
4455,1,278
4456,1,279
4457,1,286
4458,1,287
4459,1,288
4460,1,289
4461,1,290
4462,1,291
4463,1,292
4464,1,293
4465,1,294
4466,1,295
4467,1,296
4468,1,297
4469,1,298
4470,1,299
4471,1,300
4472,1,301
4473,1,302
4474,1,303
4475,1,304
4476,1,305
4477,1,306
4478,1,307
4479,1,308
4480,1,309
4481,1,310
4482,1,311
4483,1,312
4484,1,313
4485,1,314
4486,1,315
4487,1,316
4488,1,317
4489,1,318
4490,1,319
4491,1,320
4492,1,321
4493,1,322
4494,1,323
4495,1,324
4496,1,325
4497,1,326
4498,1,327
4499,1,328
4500,1,329
4501,1,330
4502,1,331
4503,1,332
4504,1,333
4505,1,334
4506,1,335
4507,1,336
4508,1,337
4509,1,338
4510,1,339
4511,1,340
4512,1,341
4513,1,342
4514,1,343
4515,1,350
4516,1,351
4517,1,352
4518,1,353
4519,1,354
4520,1,355
4521,1,356
4522,1,357
4523,1,358
4524,1,359
4525,1,360
4526,1,361
4527,1,362
4528,1,363
4529,1,364
4530,1,365
4531,1,366
4532,1,367
4533,1,368
4534,1,369
4535,1,370
4536,1,371
4537,1,372
4538,1,373
4539,1,374
4540,1,375
4541,1,376
4542,1,398
4543,1,399
4544,1,400
4545,1,401
4546,1,402
4547,1,403
4548,1,404
4549,1,405
4550,1,406
4551,1,407
4552,1,408
4553,1,409
4554,1,410
4555,1,411
4556,1,412
4557,1,413
4558,1,414
4559,1,415
4560,1,416
4561,1,417
4562,1,418
4563,1,419
4564,1,420
4565,1,421
4566,1,422
4567,1,423
4568,1,424
4569,1,425
4570,1,426
4571,1,427
4572,1,428
4573,1,429
4574,1,430
4575,1,431
4576,1,432
4577,1,433
4578,1,434
4579,1,444
4580,1,445
4581,1,446
4582,1,447
4583,1,448
4584,1,449
4585,1,492
4586,1,493
4587,1,494
4588,1,498
4589,1,499
4590,1,500
4591,1,501
4592,1,502
4593,1,503
4594,1,504
4595,1,505
4596,1,506
5312,13,305
5313,13,306
5314,13,307
5315,13,308
5316,13,309
5428,16,240
5429,16,509
5457,18,512
5458,18,513
5459,18,514
5460,18,515
5461,18,486
5462,18,148
5463,18,149
5464,18,150
5465,18,151
5466,18,152
5467,18,153
5468,18,154
5469,18,155
5470,18,156
5471,18,157
5472,18,286
5473,18,287
5474,18,288
5475,18,289
5476,18,290
5477,18,291
5478,18,292
5479,18,293
5480,18,294
5481,18,295
5482,18,296
5483,18,297
5484,18,298
5485,18,299
5486,18,300
5487,18,301
5488,18,302
5489,18,303
5490,18,304
5491,18,305
5492,18,306
5493,18,307
5494,18,308
5495,18,158
5496,18,159
5497,18,309
5498,18,448
5499,18,449
5500,18,161
5501,18,160
5502,18,162
5503,18,462
5504,18,463
5505,18,464
5506,18,163
5507,18,164
5508,18,165
5509,18,353
5510,18,354
5511,18,355
5512,18,356
5513,18,357
5514,18,358
5515,18,487
5516,18,488
5517,18,447
5518,18,510
5519,18,511
5520,17,450
5521,17,451
5522,17,452
5523,17,423
5524,17,424
5525,17,425
5526,17,426
5527,17,427
5528,17,428
5529,17,429
5530,17,430
5531,17,431
5532,17,432
5533,17,433
5534,17,434
5535,17,187
5536,17,188
5537,17,189
5538,17,190
5539,17,191
5540,17,192
5541,17,193
5542,17,194
5543,17,195
5544,17,196
5545,17,197
5546,17,198
5547,17,199
5548,17,200
5549,17,201
5550,17,205
5551,17,206
5552,17,207
5553,17,336
5554,17,334
5555,17,335
5567,6,416
5568,6,68
5569,6,22
5570,6,414
5571,6,415
5402,15,546
5403,15,547
5404,15,548
5405,16,528
5406,16,529
5407,16,530
5408,16,49
5409,16,50
5410,16,51
5411,16,223
5412,16,224
5413,16,225
5414,16,82
5415,16,83
5416,16,84
5417,16,94
5418,16,95
5419,16,96
5420,16,97
5421,16,98
5422,16,99
5209,14,450
5210,14,423
5211,14,424
5212,14,426
5213,14,427
5214,14,428
5215,14,429
5216,14,430
5217,14,431
5218,14,432
5219,14,433
5220,14,187
5221,14,188
5222,14,190
5223,14,191
5224,14,193
5225,14,194
5226,14,451
5227,14,196
5228,14,197
5229,14,199
5230,14,200
5231,14,205
5232,14,334
5233,14,335
5234,14,206
5423,16,235
5424,16,236
5425,16,237
5426,16,238
5427,16,239
6074,19,606
6075,19,607
6076,19,608
6077,19,609
6078,19,610
6079,19,611
6080,19,612
6081,19,613
6082,19,614
6083,19,615
6084,19,616
6085,19,617
6086,19,618
6087,19,619
6088,19,620
6089,19,621
6090,19,622
6091,19,623
6092,19,624
6093,19,625
6094,19,626
6095,19,627
6096,19,628
6097,19,629
6098,19,630
6099,19,631
6100,19,632
6101,19,633
6102,19,634
6103,19,635
6104,19,636
6105,19,637
6106,19,638
6107,19,639
7545,5,416
6036,19,640
6037,19,641
6038,19,570
6039,19,571
6040,19,572
6041,19,573
6042,19,574
6043,19,575
6044,19,576
6045,19,577
6046,19,578
6047,19,579
6048,19,580
6049,19,581
6050,19,582
6051,19,583
6052,19,584
6053,19,585
6054,19,586
6055,19,587
6056,19,588
6057,19,589
6058,19,590
6059,19,591
6060,19,592
6061,19,593
6062,19,594
6063,19,595
6064,19,596
6065,19,597
6066,19,598
6067,19,599
6068,19,600
6069,19,601
6070,19,602
6071,19,603
6072,19,604
6073,19,605
7546,5,414
7547,5,415
7550,2,224
7551,2,529
7552,2,115
7553,20,528
7554,20,529
7555,20,530
7556,11,256
7557,11,257
7558,11,258
7559,11,131
7560,11,214
7561,11,268
7562,11,130
7563,11,269
7564,11,116
7565,11,52
7566,11,53
7567,11,54
7568,11,55
7569,11,56
7570,11,57
7571,11,117
7572,11,73
7573,11,74
7574,11,75
7575,11,79
7576,11,80
7577,11,82
7578,11,83
7579,11,85
7580,11,86
7581,11,215
7582,11,216
7583,11,91
7584,11,92
7585,11,223
7586,11,224
7587,11,235
7588,11,236
7589,11,238
7590,11,239
7591,11,115
7592,11,244
7593,11,245
7594,11,509
